-0.937589,-4.5509353,-6.1698728,2.2450185,-8.828943,-5.5655727,-3.4208376,7.3343363,-1.415241,-3.6859972,3.7732124,-7.4505205,3.0788138,2.4055803,-5.974827,3.2751784,-1.4899641,3.6637635,-1.4702327,-8.743006
-2.3891675,2.8888063,-3.6571603,1.2595196,-5.321873,-7.7193055,-2.9793293,-1.189436,0.5756275,-7.9925804,-10.600864,-5.2787266,-8.132397,-10.289738,6.452699,-0.0865682,-5.667011,-1.0953906,-13.349959,1.7220732
-3.248701,0.26044053,-7.5241895,-3.3956034,6.6442413,-6.6070647,0.5275805,9.563044,-1.9378259,9.247417,-4.5865455,-7.9011335,0.094631724,-5.097356,10.004988,-5.4106307,2.859336,-4.9876194,5.789631,-11.554146
-0.7840234,-1.2673808,-0.05380995,4.2824993,0.36459783,-3.7379599,0.7446112,-9.179014,-3.7373862,4.754241,-2.7400966,-6.742155,0.42020577,0.109232955,-2.6544316,-2.6306767,3.557458,-0.75565267,-10.092713,-3.1356394
-0.92409027,-5.7554655,1.497852,0.019246334,-1.5656592,-5.2471943,-0.618095,-0.53930056,-8.4903755,-0.33477986,-3.3875668,8.939366,-6.6510057,8.654995,-4.242465,-3.0087438,3.5513337,-4.947376,0.08889227,-3.2124503
4.4931765,-3.114775,1.2469269,-5.7133474,-4.9727354,-2.5141413,-3.325453,-2.8296719,3.8812027,-2.2812407,-5.9846745,-4.718991,-6.8911457,-9.191142,-7.640584,-6.3351817,-4.1669393,8.116404,1.2868158,-3.8760133
0.7760157,0.8892331,0.14271502,-3.6093543,1.3165373,8.722703,1.1955788,-1.443183,-1.9730136,-1.2555114,-2.9132142,-1.5862554,3.202001,-3.2247312,10.057472,1.6224114,-4.8682113,-4.601092,-4.5768657,-10.88418
-4.075352,5.462691,-0.18247244,-0.67315966,-0.29237616,-3.0242846,-3.5761993,-6.2044106,-7.344676,-6.9119105,-10.567947,3.4376798,-6.714733,-10.987716,-6.4478083,-6.652576,-5.403149,-8.2132635,-6.90843,-16.012
-2.1206284,-0.7229984,-1.5679821,-2.1089277,1.7688582,-7.2159333,1.6392795,9.907846,2.0257785,1.0931036,5.1098785,-7.5342126,-4.209169,-5.2175803,-11.019399,-4.4041595,-6.4935994,-3.4177608,-8.250699,7.8143888
-0.5166134,-0.575004,-2.331858,3.7224212,0.39575014,4.9511065,-4.4492097,-4.704083,-6.2097607,4.478783,9.8849,-11.594838,-4.2261167,-3.3572416,-4.7559433,-3.7378407,6.4011564,-5.333418,0.40549418,-7.6241293
